Table S1: A list of CpG sites with methylation patterns in Figure 1 & Additional file 1: Fig. S1,,
cpg,color,pattern
cg12691219,red,A
cg12705541,grey,rest
cg12705969,grey,rest
cg12707233,red,A
cg12713960,red,A
cg12720637,red,A
cg12720772,black,C
cg12724466,black,C
cg12724827,black,C
cg12728820,red,A
cg12731488,black,C
cg12732953,black,C
cg12737160,red,A
cg12738079,red,A
cg12739617,black,C
cg12742739,black,C
cg12743696,black,C
cg12753358,red,A
cg12755246,red,A
cg12763824,red,A
cg12775788,grey,rest
cg12799835,red,A
cg12813325,red,A
cg12814305,black,C
cg12817924,grey,rest
cg12823249,red,A
cg12830022,grey,rest
cg12838207,black,C
cg12842316,red,A
cg12845419,grey,rest
cg12848223,grey,rest
cg12856407,grey,rest
cg12857702,red,A
cg12861974,red,A
cg12864868,black,C
cg12865398,red,A
cg12869615,red,A
cg12869875,black,C
cg12872238,grey,rest
cg12875534,grey,rest
cg12879539,grey,rest
cg12883250,red,A
cg12883424,black,C
cg12885864,red,A
cg12888005,red,A
cg12889449,red,A
cg12900151,black,C
cg12900739,grey,rest
cg12901064,red,A
cg12901451,grey,rest
cg12903711,black,C
cg12905477,black,C
cg12909479,grey,rest
cg12926098,black,C
cg12938998,red,A
cg12940781,black,C
cg12942133,red,A
cg12945385,black,C
cg12947498,grey,rest
cg12967624,grey,rest
cg12972869,black,C
cg12974607,black,C
cg12976310,grey,rest
cg12976380,grey,rest
cg12981362,red,A
cg12983165,red,A
cg13009143,black,C
cg13009425,red,A
cg13012525,red,A
cg13015245,grey,rest
cg13015740,black,C
cg13016045,black,C
cg13016553,red,A
cg13018252,black,C
cg13027792,black,C
cg13030539,black,C
cg13030797,black,C
cg13041595,red,A
cg13049326,grey,rest
cg13069450,red,A
cg13072112,red,A
cg13077484,red,A
cg13081620,red,A
cg13082192,red,A
cg13087041,green,B
cg13088417,black,C
cg13088755,black,C
cg13095698,black,C
cg13098917,black,C
cg13099539,black,C
cg13100667,black,C
cg13105517,red,A
cg13108472,black,C
cg13108852,black,C
cg13113011,grey,rest
cg13113748,grey,rest
cg13114305,red,A
cg13118590,black,C
cg13121076,red,A
cg13122496,purple,D
cg13125542,red,A
cg13128531,red,A
cg13138625,black,C
cg13140135,black,C
cg13143866,black,C
cg13143954,black,C
cg13145750,grey,rest
cg13148263,black,C
cg13153942,black,C
cg13155805,black,C
cg13156574,red,A
cg13161621,black,C
cg13172884,black,C
cg13174077,grey,rest
cg13176197,black,C
cg13176741,green,B
cg13177658,red,A
cg13178332,green,B
cg13181969,black,C
cg13182323,black,C
cg13182625,black,C
cg13183496,red,A
cg13185972,red,A
cg13187657,black,C
cg13195284,red,A
cg13201322,black,C
cg13202398,purple,D
cg13204040,black,C
cg13204375,red,A
cg13208102,red,A
cg13214067,black,C
cg13217333,red,A
cg13218284,grey,rest
cg13219139,black,C
cg13219667,grey,rest
cg13223227,grey,rest
cg13225177,grey,rest
cg13226591,black,C
cg13243388,black,C
cg13243544,red,A
cg13248004,grey,rest
cg13257485,black,C
cg13269522,black,C
cg13270115,grey,rest
cg13272357,black,C
cg13273653,red,A
cg13275322,red,A
cg13278829,black,C
cg13279286,grey,rest
cg13279774,grey,rest
cg13281447,red,A
cg13282942,red,A
cg13284386,black,C
cg13286902,red,A
cg13286990,black,C
cg13307200,black,C
cg13310805,red,A
cg13316877,grey,rest
cg13320965,grey,rest
cg13325218,black,C
cg13326840,purple,D
cg13328614,red,A
cg13338084,red,A
cg13340269,grey,rest
cg13350478,red,A
cg13355801,black,C
cg13358623,black,C
cg13365334,red,A
cg13367122,red,A
cg13367883,grey,rest
cg13368805,red,A
cg13369656,grey,rest
cg13370412,red,A
cg13370439,red,A
cg13370916,grey,rest
cg13372402,purple,D
cg13372830,red,A
cg13397331,black,C
cg13397632,grey,rest
cg13401681,green,B
cg13412357,black,C
cg13420803,black,C
cg13431666,red,A
cg13441872,red,A
cg13442104,red,A
cg13443410,red,A
cg13445089,black,C
cg13448203,black,C
cg13482208,black,C
cg13482233,grey,rest
cg13484245,red,A
cg13486082,black,C
cg13489005,red,A
cg13489115,black,C
cg13492609,black,C
cg13494652,black,C
cg13498184,grey,rest
cg13501581,black,C
cg13503613,black,C
cg13506244,black,C
cg13510054,red,A
cg13510429,grey,rest
cg13516940,red,A
cg13517065,grey,rest
cg13524554,grey,rest
cg13524834,grey,rest
cg13525739,black,C
cg13530507,black,C
cg13534205,black,C
cg13536141,red,A
cg13536258,grey,rest
cg13538156,black,C
cg13542480,black,C
cg13545850,black,C
cg13549303,red,A
cg13550079,red,A
cg13552866,green,B
cg13554270,black,C
cg13558151,red,A
cg13566908,red,A
cg13569323,black,C
cg13571540,red,A
cg13572003,red,A
cg13582495,grey,rest
cg13606829,red,A
cg13613682,red,A
cg13616144,red,A
cg13616735,red,A
cg13617521,black,C
cg13620040,black,C
cg13622893,red,A
cg13626059,green,B
cg13627141,grey,rest
cg13633856,grey,rest
cg13638484,grey,rest
cg13643594,grey,rest
cg13643725,black,C
cg13645300,red,A
cg13651586,red,A
cg13652795,purple,D
cg13653808,grey,rest
cg13655660,red,A
cg13658640,red,A
cg13658777,red,A
cg13661446,black,C
cg13663390,red,A
cg13664798,black,C
cg13666323,grey,rest
cg13667911,black,C
cg13668826,black,C
cg13674559,red,A
cg13675517,red,A
cg13677598,red,A
cg13677770,black,C
cg13684570,black,C
cg13699065,red,A
cg13712154,black,C
cg13713253,black,C
cg13716034,grey,rest
cg13719062,black,C
cg13721204,black,C
cg13726176,black,C
cg13726507,black,C
cg13726724,red,A
cg13728104,green,B
cg13728115,grey,rest
cg13741548,red,A
cg13741802,green,B
cg13748267,red,A
cg13749508,black,C
cg13751956,red,A
cg13758960,black,C
cg13759356,red,A
cg13762255,black,C
cg13766816,red,A
cg13768026,red,A
cg13768142,black,C
cg13771497,black,C
cg13771629,red,A
cg13774080,grey,rest
cg13777527,black,C
cg13779265,red,A
cg13779349,grey,rest
cg13780945,black,C
cg13781574,red,A
cg13781721,purple,D
cg13783167,grey,rest
cg13788061,red,A
cg13788827,black,C
cg13794642,black,C
cg13795116,black,C
cg13801593,red,A
cg13806096,red,A
cg13806616,red,A
cg13807550,black,C
cg13809962,grey,rest
cg13810915,grey,rest
cg13811328,black,C
cg13814975,black,C
cg13815872,red,A
cg13817994,grey,rest
cg13818628,red,A
cg13822691,red,A
cg13823441,red,A
cg13828067,red,A
cg13830007,black,C
cg13837202,black,C
cg13839778,red,A
cg13857811,grey,rest
cg13859943,grey,rest
cg13860040,red,A
cg13861342,red,A
cg13864549,black,C
cg13866977,black,C
cg13867326,purple,D
cg13868987,red,A
cg13872501,black,C
cg13876499,black,C
cg13897449,black,C
cg13906542,black,C
cg13908365,black,C
cg13913475,black,C
cg13915726,red,A
cg13918808,black,C
cg13920260,grey,rest
cg13928116,red,A
cg13928866,black,C
cg13929917,grey,rest
cg13933535,purple,D
cg13933773,red,A
cg13934764,black,C
cg13935560,red,A
cg13936874,grey,rest
cg13937075,red,A
cg13939549,black,C
cg13965132,black,C
cg13976049,grey,rest
cg13976143,grey,rest
cg13976265,green,B
cg13980651,black,C
cg13984511,red,A
cg13987126,black,C
cg13988146,black,C
cg13991029,black,C
cg13994408,black,C
cg13996510,green,B
cg13996925,grey,rest
cg14001161,grey,rest
cg14002781,black,C
cg14004049,red,A
cg14005918,black,C
cg14006678,red,A
cg14006893,black,C
cg14010367,black,C
cg14013497,red,A
cg14018172,black,C
cg14019861,black,C
cg14024637,black,C
cg14027817,black,C
cg14028178,grey,rest
cg14029629,red,A
cg14044580,green,B
cg14051366,red,A
cg14053556,grey,rest
cg14071112,red,A
cg14073590,green,B
cg14076132,grey,rest
cg14081960,red,A
cg14084176,green,B
cg14084448,black,C
cg14091713,red,A
cg14095733,grey,rest
cg14098973,red,A
cg14099528,green,B
cg14105781,green,B
cg14106263,red,A
cg14107346,red,A
cg14107638,black,C
cg14110884,grey,rest
cg14111132,black,C
cg14111789,black,C
cg14126185,grey,rest
cg14132995,red,A
cg14134864,black,C
cg14137819,red,A
cg14138275,black,C
cg14139065,black,C
cg14144571,black,C
cg14145674,red,A
cg14148265,grey,rest
cg14148995,black,C
cg14149599,grey,rest
cg14150883,black,C
cg14161730,red,A
cg14161977,black,C
cg14165995,black,C
cg14168975,grey,rest
cg14176959,black,C
cg14179628,black,C
cg14186071,black,C
cg14196261,red,A
cg14210943,red,A
cg14212888,black,C
cg14218246,black,C
cg14224753,red,A
cg14230133,red,A
cg14232291,red,A
cg14232368,black,C
cg14233178,black,C
cg14233872,grey,rest
cg14243895,red,A
cg14245501,black,C
cg14246142,grey,rest
cg14247788,grey,rest
cg14248531,black,C
cg14251060,black,C
cg14252169,black,C
cg14253153,grey,rest
cg14254545,black,C
cg14258356,red,A
cg14260465,grey,rest
cg14260918,red,A
cg14261068,purple,D
cg14266196,black,C
cg14269301,grey,rest
cg14271953,black,C
cg14273219,black,C
cg14291118,black,C
cg14295009,red,A
cg14295696,red,A
cg14296598,black,C
cg14296882,black,C
cg14303974,black,C
cg14304890,black,C
cg14313347,black,C
cg14314132,red,A
cg14314451,red,A
cg14320120,black,C
cg14321211,black,C
cg14321295,black,C
cg14321399,red,A
cg14331226,grey,rest
cg14331377,grey,rest
cg14332086,red,A
cg14338025,green,B
cg14342672,red,A
cg14343151,grey,rest
cg14344749,black,C
cg14345281,red,A
cg14349394,grey,rest
cg14351440,grey,rest
cg14353569,black,C
cg14354270,black,C
cg14355748,black,C
cg14356114,black,C
cg14368286,red,A
cg14368817,black,C
cg14368852,grey,rest
cg14369777,red,A
cg14372520,black,C
cg14372935,purple,D
cg14372937,black,C
cg14375772,grey,rest
cg14376241,black,C
cg14381550,grey,rest
cg14381673,black,C
cg14381745,black,C
cg14383004,grey,rest
cg14384228,green,B
cg14389582,black,C
cg14389665,black,C
cg14392995,black,C
cg14395423,purple,D
cg14396739,black,C
cg14397289,red,A
cg14397820,grey,rest
cg14398372,black,C
cg14403309,black,C
cg14429073,green,B
cg14430524,red,A
cg14453321,black,C
cg14453693,red,A
cg14454242,black,C
cg14454549,green,B
cg14455991,grey,rest
cg14457256,grey,rest
cg14457691,grey,rest
cg14460470,red,A
cg14463725,grey,rest
cg14464718,grey,rest
cg14470409,red,A
cg14474963,red,A
cg14479037,red,A
cg14493612,black,C
cg14495593,black,C
cg14496001,red,A
cg14506668,red,A
cg14506716,black,C
cg14508997,black,C
cg14510207,red,A
cg14513082,black,C
cg14520448,red,A
cg14520512,grey,rest
cg14520892,red,A
cg14522327,red,A
cg14533133,grey,rest
cg14533576,grey,rest
cg14533874,red,A
cg14538442,black,C
cg14538620,black,C
cg14539730,black,C
cg14541939,red,A
cg14542503,grey,rest
cg14544514,red,A
cg14550383,red,A
cg14562337,black,C
cg14562990,red,A
cg14570389,red,A
cg14576433,black,C
cg14586560,red,A
cg14587850,black,C
cg14590681,red,A
cg14592807,black,C
cg14600040,red,A
cg14601312,red,A
cg14602622,black,C
cg14603520,red,A
cg14604474,red,A
cg14605748,grey,rest
cg14607533,red,A
cg14621531,green,B
cg14622782,red,A
cg14629010,grey,rest
cg14637830,black,C
cg14642832,red,A
cg14644616,red,A
cg14654075,grey,rest
cg14674582,black,C
cg14680768,red,A
cg14686949,grey,rest
cg14688652,red,A
cg14688956,red,A
cg14694234,black,C
cg14694370,grey,rest
cg14696586,black,C
cg14699015,grey,rest
cg14699343,black,C
cg14699869,black,C
cg14701129,black,C
cg14708847,green,B
cg14712359,green,B
cg14713449,black,C
cg14719055,grey,rest
cg14725537,black,C
cg14726139,black,C
cg14728856,grey,rest
cg14736373,black,C
cg14736837,black,C
cg14737574,red,A
cg14743649,red,A
cg14745824,grey,rest
cg14746118,purple,D
cg14749816,red,A
cg14752426,red,A
cg14755341,red,A
cg14759284,grey,rest
cg14766682,black,C
cg14772068,red,A
cg14773858,black,C
cg14781735,grey,rest
cg14781905,grey,rest
cg14784348,black,C
cg14794494,red,A
cg14803417,grey,rest
cg14804093,black,C
cg14805868,green,B
cg14807303,black,C
cg14814331,black,C
cg14814815,black,C
cg14815778,red,A
cg14824933,red,A
cg14825312,black,C
cg14832266,grey,rest
cg14833706,grey,rest
cg14834143,red,A
cg14841098,red,A
cg14854487,red,A
cg14867863,red,A
cg14868996,red,A
cg14870234,red,A
cg14871604,red,A
cg14876573,black,C
cg14878279,black,C
cg14886579,black,C
cg14892037,red,A
cg14917571,black,C
cg14923176,black,C
cg14923379,black,C
cg14924469,green,B
cg14928430,black,C
cg14928964,red,A
cg14930000,grey,rest
cg14931238,purple,D
cg14933706,grey,rest
cg14936904,red,A
cg14937106,green,B
cg14942312,grey,rest
cg14954874,red,A
cg14959801,red,A
cg14961988,red,A
cg14962776,green,B
cg14964387,grey,rest
cg14972889,black,C
cg14973366,red,A
cg14986136,grey,rest
cg14986420,grey,rest
cg14993456,green,B
cg14996291,black,C
cg14996686,black,C
cg15008991,red,A
cg15014034,red,A
cg15016628,black,C
cg15024309,red,A
cg15027606,red,A
cg15027721,black,C
cg15029285,grey,rest
cg15029878,grey,rest
cg15033973,black,C
cg15037594,black,C
cg15040559,black,C
cg15040731,black,C
cg15041487,red,A
cg15042310,green,B
cg15043492,red,A
cg15048430,red,A
cg15050093,red,A
cg15056572,grey,rest
cg15057941,grey,rest
cg15062055,red,A
cg15066405,black,C
cg15067665,red,A
cg15068728,black,C
cg15073264,black,C
cg15074974,grey,rest
cg15082071,grey,rest
cg15132216,red,A
cg15132649,grey,rest
cg15144825,red,A
cg15157289,black,C
cg15166523,black,C
cg15167505,black,C
cg15167893,red,A
cg15169914,grey,rest
cg15170964,red,A
cg15187939,red,A
cg15192905,grey,rest
cg15192932,black,C
cg15200096,grey,rest
cg15201909,grey,rest
cg15208718,black,C
cg15211677,red,A
cg15222604,black,C
cg15223895,red,A
cg15224006,red,A
cg15226856,black,C
cg15228617,black,C
cg15230046,black,C
cg15231886,red,A
cg15232885,grey,rest
cg15235711,black,C
cg15235844,black,C
cg15236057,red,A
cg15237731,black,C
cg15241084,grey,rest
cg15246270,grey,rest
cg15248636,red,A
cg15259889,red,A
cg15289846,green,B
cg15299258,red,A
cg15309236,red,A
cg15309751,green,B
cg15309862,grey,rest
cg15315638,red,A
cg15317375,grey,rest
cg15319295,black,C
cg15322420,red,A
cg15322570,green,B
cg15324340,grey,rest
cg15334207,grey,rest
cg15336560,red,A
cg15338441,black,C
cg15339180,black,C
cg15351067,grey,rest
cg15356502,purple,D
cg15359342,black,C
cg15363890,black,C
cg15364850,black,C
cg15365038,black,C
cg15366127,purple,D
cg15373633,red,A
cg15374982,green,B
cg15375586,red,A
cg15376401,black,C
cg15380873,grey,rest
cg15380945,grey,rest
cg15383633,grey,rest
cg15383797,black,C
cg15395087,black,C
cg15396238,grey,rest
cg15408476,black,C
cg15446968,black,C
cg15448462,black,C
cg15450752,black,C
cg15450986,red,A
cg15454357,black,C
cg15454483,red,A
cg15462879,grey,rest
cg15463500,black,C
cg15464143,red,A
cg15465300,black,C
cg15465809,red,A
cg15474769,black,C
cg15480287,black,C
cg15480941,red,A
cg15481221,red,A
cg15483141,black,C
cg15490039,grey,rest
cg15508284,black,C
cg15508450,red,A
cg15508612,red,A
cg15511022,green,B
cg15511898,red,A
cg15514224,black,C
cg15516728,grey,rest
cg15521097,grey,rest
cg15529344,red,A
cg15529512,black,C
cg15536552,red,A
cg15554342,black,C
cg15554694,grey,rest
cg15563580,grey,rest
cg15567182,black,C
cg15568009,red,A
cg15570803,red,A
cg15577287,black,C
cg15578989,grey,rest
cg15583887,green,B
cg15586998,black,C
cg15590532,black,C
cg15594578,black,C
cg15600969,grey,rest
cg15602735,black,C
cg15604347,black,C
cg15604433,black,C
cg15604615,black,C
cg15611842,black,C
cg15613687,black,C
cg15614573,grey,rest
cg15616940,black,C
cg15617976,red,A
cg15627131,grey,rest
cg15627188,grey,rest
cg15658365,black,C
cg15659974,grey,rest
cg15662246,red,A
cg15662806,black,C
cg15664701,grey,rest
cg15667675,red,A
cg15670241,red,A
cg15677355,black,C
cg15681351,grey,rest
cg15688151,black,C
cg15691129,red,A
cg15693668,red,A
cg15694789,grey,rest
cg15695383,black,C
cg15715844,red,A
cg15730931,red,A
cg15731038,black,C
cg15731296,grey,rest
cg15732053,black,C
cg15735483,black,C
cg15737490,grey,rest
cg15746427,black,C
cg15749276,black,C
cg15751298,grey,rest
cg15764264,black,C
cg15766492,black,C
cg15766608,red,A
cg15771597,red,A
cg15788279,black,C
cg15788661,red,A
cg15790913,green,B
cg15796459,grey,rest
cg15798883,red,A
cg15802548,red,A
cg15803618,black,C
cg15804018,black,C
cg15812025,grey,rest
cg15813702,black,C
cg15814001,black,C
cg15815114,red,A
cg15819935,black,C
cg15824287,red,A
cg15830530,red,A
cg15837118,black,C
cg15840039,grey,rest
cg15840253,black,C
cg15840970,black,C
cg15844109,grey,rest
cg15844471,black,C
cg15845873,red,A
cg15847896,black,C
cg15848449,red,A
cg15850513,black,C
cg15854321,red,A
cg15854666,grey,rest
cg15855671,grey,rest
cg15861835,grey,rest
cg15862809,black,C
cg15864992,black,C
cg15872383,green,B
cg15878116,black,C
cg15879692,red,A
cg15892676,black,C
cg15895359,red,A
cg15900913,black,C
cg15904427,red,A
cg15907259,black,C
cg15913856,black,C
cg15917060,grey,rest
cg15917786,red,A
cg15923127,green,B
cg15929109,black,C
cg15929297,grey,rest
cg15940237,grey,rest
cg15953767,red,A
cg15954878,grey,rest
cg15958715,black,C
cg15968979,red,A
cg15977272,red,A
cg16022279,grey,rest
cg16049598,red,A
cg16051475,black,C
cg16062292,grey,rest
cg16063272,red,A
cg16064583,black,C
cg16068020,red,A
cg16075641,grey,rest
cg16082125,red,A
cg16083651,black,C
cg16084857,red,A
cg16091746,red,A
cg16091895,red,A
cg16101581,black,C
cg16104634,red,A
cg16107992,red,A
cg16116006,black,C
cg16116118,grey,rest
cg16116845,black,C
cg16118600,red,A
cg16122592,black,C
cg16126759,red,A
cg16135771,grey,rest
cg16135845,grey,rest
cg16141290,grey,rest
cg16144072,red,A
cg16144476,black,C
cg16145139,red,A
cg16149200,black,C
cg16152676,grey,rest
cg16153146,green,B
cg16158407,red,A
cg16159925,black,C
cg16164539,black,C
cg16166036,black,C
cg16167304,black,C
cg16167673,black,C
cg16168153,black,C
cg16170760,black,C
cg16170944,red,A
cg16175497,grey,rest
cg16190093,red,A
cg16199038,grey,rest
cg16200617,black,C
cg16203368,black,C
cg16204757,red,A
cg16206013,black,C
cg16211077,black,C
cg16213807,red,A
cg16215037,black,C
cg16216704,green,B
cg16219026,black,C
cg16219271,black,C
cg16221059,green,B
cg16227684,red,A
cg16227775,red,A
cg16231355,grey,rest
cg16232809,black,C
cg16235803,red,A
cg16242260,black,C
cg16242750,grey,rest
cg16243644,red,A
cg16244634,grey,rest
cg16255697,grey,rest
cg16256230,red,A
cg16259355,grey,rest
cg16259583,grey,rest
cg16273251,black,C
cg16296431,black,C
cg16314146,red,A
cg16319308,black,C
cg16320351,black,C
cg16320447,black,C
cg16325635,black,C
cg16328412,grey,rest
cg16341056,black,C
cg16342780,black,C
cg16343842,red,A
cg16350494,black,C
cg16353361,grey,rest
cg16355818,black,C
cg16357225,red,A
cg16359563,red,A
cg16360370,black,C
cg16367232,red,A
cg16371598,red,A
cg16374753,black,C
cg16385415,red,A
cg16391404,red,A
cg16396396,black,C
cg16397002,grey,rest
cg16397077,black,C
cg16399859,grey,rest
cg16405492,purple,D
cg16405946,red,A
cg16407164,grey,rest
cg16409172,red,A
cg16410962,black,C
cg16415834,grey,rest
cg16426291,grey,rest
cg16428596,grey,rest
cg16428758,grey,rest
cg16429439,red,A
cg16429758,black,C
cg16440909,purple,D
cg16452396,red,A
cg16481170,red,A
cg16488059,red,A
cg16497626,black,C
cg16502355,grey,rest
cg16508637,purple,D
cg16508981,grey,rest
cg16510657,grey,rest
cg16520030,black,C
cg16523424,grey,rest
cg16524492,green,B
cg16524589,black,C
cg16531277,red,A
cg16531342,grey,rest
cg16533561,black,C
cg16536563,black,C
cg16546861,red,A
cg16550399,purple,D
cg16551468,grey,rest
cg16552959,black,C
cg16561743,black,C
cg16562533,black,C
cg16564271,black,C
cg16567137,red,A
cg16576300,grey,rest
cg16580361,grey,rest
cg16584431,grey,rest
cg16586165,red,A
cg16592242,red,A
cg16594779,red,A
cg16595877,grey,rest
cg16613854,black,C
cg16617551,red,A
cg16617753,red,A
cg16618605,black,C
cg16619186,green,B
cg16620229,red,A
cg16628997,black,C
cg16635881,grey,rest
cg16639627,red,A
cg16642894,black,C
cg16647914,red,A
cg16648812,black,C
cg16653057,red,A
cg16678835,red,A
cg16679001,grey,rest
cg16680433,black,C
cg16681914,red,A
cg16695688,red,A
cg16700576,red,A
cg16708895,grey,rest
cg16710588,red,A
cg16712127,red,A
cg16716983,black,C
cg16718139,black,C
cg16719099,black,C
cg16719118,grey,rest
cg16722818,grey,rest
cg16723510,red,A
cg16725234,grey,rest
cg16726201,red,A
cg16730484,black,C
cg16730652,black,C
cg16733946,grey,rest
cg16734967,grey,rest
cg16735667,black,C
cg16737869,black,C
cg16742675,red,A
cg16771588,black,C
cg16772022,black,C
cg16776114,grey,rest
cg16781964,black,C
cg16783314,red,A
cg16786117,black,C
cg16789335,black,C
cg16796107,grey,rest
cg16797340,red,A
cg16798761,red,A
cg16799982,grey,rest
cg16801265,red,A
cg16802801,grey,rest
cg16803185,purple,D
cg16806953,grey,rest
cg16807276,grey,rest
cg16808568,black,C
cg16809091,red,A
cg16810342,red,A
cg16814362,red,A
cg16821267,black,C
cg16821967,grey,rest
cg16822540,purple,D
cg16831427,black,C
cg16832275,red,A
cg16832551,green,B
cg16832801,black,C
cg16840743,red,A
cg16841389,black,C
cg16841966,black,C
cg16846332,purple,D
cg16847374,black,C
cg16857852,grey,rest
cg16863294,grey,rest
cg16864365,black,C
cg16868497,grey,rest
cg16869809,black,C
cg16879820,black,C
cg16881398,black,C
cg16884539,black,C
cg16888859,black,C
cg16893864,green,B
cg16899229,black,C
cg16928335,grey,rest
cg16931980,black,C
cg16934986,grey,rest
cg16946767,black,C
cg16948369,grey,rest
cg16953966,black,C
cg16956903,red,A
cg16962216,black,C
cg16967668,red,A
cg16968020,grey,rest
cg16970748,red,A
cg16975045,black,C
